;Total Volume
8;103715.88
9;138190.33
10;97132.42
11;94071.58
12;86753.64
13;97411.58
14;113272.89
15;100498.79
16;111733.79
17;127147.57
18;112023.41
19;124908.76
20;125212.99
21;167234.75
22;127602.86
23;136088.12
24;169837.53
25;178186.11
26;192007.39
27;142258.18
28;245293.35
29;158876.02
30;162051.09
31;165718.77
32;148499.08
33;151273.21
34;254982.52
35;157868.62
36;146024.28
37;175861.5
38;144360.97
39;140629.7
40;149479.58
41;141712.21
42;129820.93
43;128203.51
44;238305.05
45;141775.8
46;176589.86
47;391313.63
48;168252.2
49;322366.88
50;166158.43
51;174079.23
52;306129.4
0;4398887.92
1;2860693.26
2;3023285.74
3;3258080.63
4;3837027.0
5;2254700.0
6;2983690.0
7;3284210.0
8;3225071.95
9;2739607.48
10;2247856.71
11;2221613.58
12;2063573.51
13;2289168.77
14;2415482.04
15;2358162.43
16;2589499.71
17;2638911.89
18;2973144.04
19;3378088.25
20;2971011.18
21;3357719.29
22;3127451.33
23;3014558.52
24;3372297.92
25;4104371.46
26;4250394.01
27;3938985.06
28;4668135.31
29;3714237.95
30;3649478.04
31;3562841.46
32;3415474.26
33;3901825.7
34;5308891.12
35;3584134.9
36;3193269.98
37;3543152.49
38;3149013.04
39;3081036.18
40;3002195.77
41;2975356.86
42;2883466.63
43;3197341.66
44;3848715.52
45;3184221.55
46;4129136.03
47;6575186.76
48;3799154.1
49;4696372.14
50;3893220.87
51;4067134.96
52;4225245.4
0;195897.4
1;217968.19
2;196746.0
3;274939.0
4;231977.0
5;191490.0
6;216608.0
7;201442.0
8;191459.87
9;203026.62
10;206115.08
11;205858.6
12;164699.75
13;213952.02
14;209982.19
15;189035.91
16;180874.92
17;212828.72
18;214056.41
19;212934.98
20;238229.99
21;235902.96
22;222758.77
23;224207.07
24;224434.92
25;237446.62
26;226114.96
27;222447.25
28;238389.11
29;232728.73
30;247060.03
31;275488.47
32;244638.89
33;239036.52
34;301180.77
35;268831.64
36;225681.54
37;261861.07
38;251676.02
39;239412.64
40;254599.21
41;243265.5
42;245928.12
43;273485.3
44;260743.16
45;224541.2
46;276755.29
47;348380.9
48;267917.78
49;266851.77
50;251547.43
51;275064.65
52;235430.29
0;245203.25
1;225990.67
2;228292.45
3;447122.29
4;231210.0
5;229399.0
6;264765.0
7;226866.0
8;240615.51
9;247946.32
10;244786.18
11;236604.19
12;217988.15
13;250057.54
14;228615.67
15;222593.17
16;243134.01
17;224635.6
18;220520.33
19;223619.15
20;263624.63
21;262304.2
22;258166.4
23;264308.37
24;265615.87
25;273059.91
26;259782.83
27;275912.97
28;256900.68
29;296173.79
30;288516.73
31;304340.56
32;279086.43
33;285282.2
34;369499.67
35;300311.86
36;267468.69
37;257405.41
38;284522.31
39;269090.51
40;270398.76
41;253838.3
42;248805.91
43;373924.25
44;259318.66
45;249027.94
46;395980.22
47;486542.38
48;292710.38
49;332672.05
50;284386.03
51;369468.59
52;232663.88
0;1391181.63
1;1063384.61
2;928716.6
3;1266364.71
4;1398400.0
5;991547.0
6;1142126.0
7;1256897.0
8;1363261.11
9;1126402.78
10;1008358.03
11;1029556.13
12;1042700.75
13;991939.31
14;949769.71
15;964460.21
16;1138315.8
17;852110.88
18;1109914.22
19;1096227.54
20;1332232.95
21;1192888.53
22;1117345.6
23;1088792.51
24;1143310.87
25;1513596.5
26;1348652.11
27;1352318.9
28;1755331.3
29;1240308.02
30;1377530.34
31;1315258.8
32;1262476.33
33;1444023.34
34;1789051.94
35;1832450.4
36;1776220.69
37;1402904.54
38;1244695.02
39;1543050.06
40;1074520.66
41;1016536.61
42;903586.21
43;1110895.97
44;1547337.25
45;1190708.83
46;1420811.06
47;1977923.65
48;1258481.11
49;1119168.1
50;1613159.67
51;1417208.02
52;1475741.07
0;205202.95
1;148389.14
2;143975.58
3;167890.91
4;182891.0
5;115688.0
6;178437.0
7;202129.0
8;194103.11
9;152558.08
10;125746.37
11;120662.74
12;105043.74
13;128999.95
14;135854.22
15;126434.16
16;139315.43
17;145552.03
18;179853.82
19;174633.06
20;154354.18
21;170536.59
22;159525.4
23;155196.74
24;166601.37
25;209047.97
26;194572.17
27;197095.32
28;223221.9
29;224873.96
30;218092.41
31;188284.12
32;185608.56
33;268519.12
34;290014.77
35;212879.47
36;211977.98
37;205429.57
38;160389.47
39;166588.45
40;181489.14
41;168330.5
42;149318.47
43;150301.8
44;188900.46
45;179250.21
46;237575.64
47;276051.64
48;224036.18
49;204570.78
50;210793.64
51;222849.42
52;186464.64
0;206562.78
1;127181.54
2;176847.28
3;181425.66
4;152697.0
5;120001.0
6;155729.0
7;154511.0
8;131679.37
9;193936.8
10;152418.64
11;137503.61
12;152742.37
13;128592.98
14;130570.77
15;141725.96
16;117342.62
17;147242.45
18;138021.2
19;150828.78
20;171995.95
21;148237.94
22;157712.19
23;172994.22
24;160177.18
25;161864.64
26;189413.48
27;180199.86
28;151012.55
29;193088.4
30;178356.7
31;181588.22
32;155818.85
33;148325.98
34;268808.12
35;240227.67
36;156137.58
37;151862.73
38;151364.03
39;149669.6
40;149813.32
41;138402.06
42;146196.96
43;134582.21
44;172502.22
45;139949.65
46;216367.38
47;398543.91
48;206654.98
49;246514.81
50;191122.29
51;141693.33
52;263730.05
0;291922.57
1;234520.01
2;267987.97
3;288441.17
4;315521.0
5;205033.0
6;234265.0
7;291325.0
8;321534.28
9;243340.4
10;204094.51
11;202735.87
12;195455.06
13;189529.26
14;192284.92
15;201028.75
16;215393.25
17;204091.69
18;203947.9
19;261684.23
20;323793.98
21;283779.47
22;288905.9
23;296887.44
24;299858.79
25;399827.4
26;376795.81
27;362489.51
28;357696.04
29;374211.54
30;376990.33
31;364486.68
32;356922.23
33;399525.37
34;468975.91
35;359011.13
36;439665.28
37;410849.51
38;304603.84
39;329722.62
40;325734.59
41;318004.24
42;315445.03
43;345889.75
44;325905.13
45;318600.59
46;406866.03
47;680234.93
48;309146.07
49;382850.78
50;419687.35
51;411218.71
52;363865.19
0;3212261.75
1;2389829.32
2;3130916.47
3;2404221.58
4;2615853.0
5;2153918.0
6;2391383.0
7;2626121.0
8;2691240.89
9;2850377.2
10;1968638.86
11;1779831.36
12;1711267.24
13;1697028.59
14;1760610.46
15;1865690.48
16;1969051.97
17;2176974.29
18;2117126.8
19;2309865.74
20;2832849.85
21;2742628.31
22;2426027.85
23;2484918.32
24;2558156.26
25;3382974.98
26;3507155.74
27;3655667.22
28;3631321.55
29;3390850.94
30;3637220.72
31;3243908.89
32;2921916.66
33;3551402.91
34;4214313.1
35;3299258.02
36;3074226.19
37;2789630.4
38;2993246.61
39;3100355.01
40;2583323.58
41;2737872.14
42;2633574.94
43;2768930.88
44;2935077.5
45;3033918.41
46;3625630.64
47;5470227.08
48;4230448.98
49;4215552.57
50;3363407.98
51;3120961.67
52;3551337.17
0;117941.49
1;80024.09
2;80191.11
3;100072.52
4;108947.0
5;53796.0
6;79284.0
7;100811.0
8;86085.33
9;102915.21
10;62179.04
11;60616.52
12;52865.97
13;62180.5
14;59540.52
15;68830.07
16;78604.92
17;80371.08
18;80466.47
19;88644.49
20;93447.51
21;95140.94
22;90428.76
23;92486.04
24;87217.2
25;124946.18
26;113658.98
27;114003.27
28;104369.68
29;112253.93
30;121602.81
31;111487.07
32;104440.16
33;82244.67
34;135486.52
35;93663.48
36;93502.86
37;100089.52
38;89926.02
39;96962.69
40;100036.14
41;74388.06
42;85005.19
43;101061.01
44;106098.37
45;94778.79
46;131965.58
47;126829.29
48;116309.9
49;127597.75
50;89361.43
51;118310.74
52;110696.17
0;728998.69
1;506569.1
2;660737.83
3;713866.0
4;550215.0
5;464647.0
6;642013.0
7;513109.0
8;463170.5
9;674788.56
10;558315.26
11;472074.73
12;455831.94
13;399836.65
14;408851.65
15;409206.24
16;362581.9
17;465051.74
18;450204.59
19;468514.7
20;568797.63
21;501154.94
22;501001.78
23;546833.62
24;523617.87
25;550195.13
26;627569.42
27;539847.3
28;505828.46
29;696603.38
30;687913.86
31;645768.88
32;605721.02
33;594781.35
34;910239.07
35;832704.2
36;556944.14
37;533442.27
38;494093.73
39;493610.85
40;498987.31
41;520937.75
42;473865.59
43;464210.89
44;553803.5
45;468266.51
46;804977.39
47;1254201.12
48;609721.18
49;793514.22
50;588482.19
51;522278.22
52;787406.1
0;3777193.46
1;2494315.29
2;2483817.57
3;3370521.81
4;3003104.0
5;2200251.0
6;2462798.0
7;2631186.0
8;2880937.37
9;2661899.8
10;2380544.44
11;2395914.69
12;2133166.39
13;2443800.39
14;2466210.08
15;2466838.85
16;2428140.05
17;2561783.52
18;2617107.98
19;2865414.36
20;2902604.84
21;2907563.95
22;2817091.62
23;2886538.37
24;2827404.11
25;3173372.45
26;3218961.84
27;3147519.14
28;3032871.22
29;3150788.24
30;3212276.31
31;3380161.63
32;3232304.82
33;3047596.25
34;4372728.72
35;3291328.16
36;3060395.83
37;2965083.46
38;2990138.08
39;3350938.53
40;3162600.85
41;2933076.38
42;3059010.05
43;3397985.84
44;3310530.37
45;2929351.67
46;3403723.66
47;4703681.01
48;3151000.47
49;3394184.15
50;3034320.24
51;3454819.97
52;2878967.54
0;258729.83
1;182002.85
2;197844.12
3;239587.94
4;229337.0
5;159826.0
6;188444.0
7;202631.0
8;229240.49
9;217723.59
10;167135.85
11;161020.39
12;140968.03
13;154956.62
14;159412.07
15;167440.24
16;176082.45
17;188701.54
18;184465.49
19;261757.88
20;268655.66
21;243526.27
22;217774.89
23;211384.21
24;212210.95
25;267296.7
26;281067.39
27;287217.67
28;260893.43
29;218540.28
30;269102.17
31;282671.14
32;259151.84
33;225323.91
34;368796.8
35;286322.22
36;226088.3
37;230566.12
38;251089.69
39;281438.76
40;276732.88
41;228023.12
42;261830.38
43;379324.44
44;216226.59
45;225664.23
46;271393.5
47;377719.7
48;238392.73
49;251189.52
50;251914.74
51;255094.17
52;249074.81
0;262281.64
1;224869.91
2;251753.79
3;251601.16
4;266547.0
5;176817.0
6;207295.0
7;292987.0
8;225563.4
9;277437.66
10;269443.25
11;227947.46
12;328829.92
13;227535.41
14;205976.51
15;219275.21
16;217336.35
17;227168.31
18;229748.3
19;226946.53
20;236698.78
21;240983.48
22;246036.68
23;262774.91
24;232912.36
25;267928.19
26;302052.69
27;293079.22
28;287734.91
29;312695.0
30;256543.43
31;293608.21
32;252110.25
33;241194.43
34;423839.41
35;301447.98
36;227634.47
37;268722.38
38;235686.8
39;243155.13
40;236515.28
41;231348.89
42;239083.77
43;254912.18
44;307637.26
45;220338.25
46;276002.68
47;633235.06
48;344239.35
49;267331.27
50;291083.26
51;230884.67
52;318672.94
0;1201219.44
1;1233461.89
2;1181560.33
3;2390308.58
4;1191930.0
5;1210256.0
6;1335298.0
7;1122350.0
8;1319642.14
9;1217806.97
10;1253047.6
11;1176751.31
12;1105462.53
13;1201890.84
14;1178504.26
15;1154925.12
16;1150959.1
17;1077993.21
18;1100987.66
19;1057188.97
20;1267239.35
21;1277419.69
22;1306226.34
23;1306877.98
24;1327763.45
25;1442667.56
26;1304560.72
27;1521598.08
28;1242160.85
29;1374185.78
30;1335461.36
31;1451146.59
32;1298242.54
33;1387420.96
34;1746824.6
35;1228100.25
36;1247609.13
37;1222890.71
38;1277721.97
39;1221327.78
40;1154893.52
41;1155875.16
42;1163703.37
43;1465568.77
44;1241381.61
45;1052132.16
46;1955395.44
47;2544483.08
48;1270564.47
49;1721917.04
50;1384264.04
51;1532074.69
52;940983.17
0;3652549.7
1;3489057.04
2;3504253.8
3;5543004.84
4;4030251.0
5;3269460.0
6;3680754.0
7;3925104.0
8;3492828.1
9;3430235.17
10;3380058.07
11;3251117.56
12;3065336.1
13;3438536.39
14;3424954.07
15;3350043.59
16;3536857.97
17;3330799.31
18;3374546.02
19;3417507.87
20;4323440.02
21;4132666.26
22;4018833.97
23;4222039.27
24;4180237.98
25;4406341.73
26;4035234.26
27;4121661.3
28;3945270.4
29;4060850.93
30;4096560.83
31;4529672.68
32;4110305.09
33;4163120.72
34;5262336.16
35;4289149.75
36;3846196.3
37;4043204.76
38;4313430.98
39;3988654.48
40;3977196.18
41;3768359.35
42;3779295.69
43;4468555.34
44;3980574.14
45;3526205.21
46;5367769.78
47;6724196.61
48;4155042.11
49;5007356.22
50;4250958.55
51;4691937.5
52;3513388.32
0;513318.77
1;347811.65
2;394608.36
3;364577.18
4;636106.0
5;270865.0
6;311603.0
7;681570.0
8;288593.62
9;304167.22
10;300976.46
11;298364.19
12;267322.07
13;290521.98
14;296892.52
15;281832.66
16;312541.08
17;288210.32
18;277558.13
19;322962.89
20;554390.58
21;462412.85
22;412937.73
23;464876.48
24;490940.46
25;486214.04
26;432564.12
27;359321.55
28;420089.07
29;406486.08
30;401637.7
31;445049.68
32;393289.53
33;391189.88
34;544200.61
35;407790.12
36;404739.65
37;417480.41
38;515775.3
39;422201.67
40;416769.78
41;380612.68
42;397861.17
43;384828.85
44;434201.49
45;375322.2
46;501364.8
47;701706.0
48;423387.02
49;502345.31
50;421262.96
51;425000.71
52;476239.03
0;461913.85
1;292291.1
2;381303.71
3;424938.5
4;318626.0
5;272367.0
6;349206.0
7;330006.0
8;290421.2
9;399421.97
10;328326.17
11;288581.65
12;304863.13
13;262601.79
14;263801.67
15;271882.04
16;253627.92
17;295896.59
18;296756.62
19;297964.43
20;363916.69
21;326355.84
22;321422.84
23;361733.69
24;331752.25
25;343076.46
26;414176.6
27;376407.55
28;339228.04
29;401365.48
30;400425.73
31;381490.67
32;357405.82
33;322189.66
34;529138.31
35;479827.89
36;345971.78
37;305796.3
38;311220.15
39;297788.72
40;281795.07
41;287195.89
42;290011.0
43;270877.61
44;307685.6
45;262109.86
46;430096.94
47;711200.33
48;364048.79
49;481274.0
50;356960.5
51;301768.99
52;447083.97
0;334783.58
1;379421.96
2;344203.81
3;575854.08
4;379540.0
5;337065.0
6;384115.0
7;356528.0
8;384628.71
9;367260.68
10;376196.84
11;368965.61
12;331169.67
13;389987.92
14;383655.09
15;366239.72
16;358609.19
17;363905.02
18;370286.98
19;368098.13
20;385890.89
21;382653.13
22;404029.77
23;393360.73
24;381469.09
25;406120.55
26;365488.32
27;422231.87
28;380239.79
29;379927.26
30;394307.04
31;432742.98
32;385075.85
33;387975.97
34;491356.56
35;386907.3
36;363689.09
37;390396.69
38;398600.32
39;385731.38
40;379956.99
41;373158.66
42;377616.35
43;409950.45
44;411014.79
45;369284.51
46;572219.25
47;645655.16
48;421316.65
49;489345.23
50;435740.48
51;435745.77
52;321941.32
0;986474.74
1;1006477.79
2;1031887.79
3;1222641.23
4;1135877.0
5;929825.0
6;1427367.0
7;1248721.0
8;1208035.4
9;866137.35
10;809603.25
11;776108.23
12;713847.15
13;666472.86
14;685443.39
15;731289.23
16;727628.13
17;727912.24
18;715349.6
19;773947.25
20;940390.93
21;974933.36
22;930918.01
23;1072590.2
24;973521.7
25;1347858.68
26;1224659.64
27;1197422.34
28;1326697.78
29;1417604.32
30;1228049.22
31;1177093.03
32;1163735.54
33;1297119.2
34;1546765.68
35;1080538.36
36;1197854.72
37;1255293.53
38;1264239.57
39;1315020.28
40;1607936.05
41;1241284.04
42;1264592.26
43;1176932.6
44;1146225.87
45;1171871.64
46;1582877.09
47;2200550.27
48;1380520.76
49;1601222.68
50;1470187.14
51;1138871.92
52;1169638.17
0;150867.12
1;87945.29
2;141895.38
3;93436.57
4;93898.0
5;124119.0
6;89083.0
7;87818.0
8;85430.88
9;90393.33
10;99922.23
11;97962.05
12;84870.68
13;105766.89
14;102663.43
15;104613.01
16;100073.91
17;104937.39
18;106686.99
19;104117.39
20;106928.65
21;105595.21
22;104351.36
23;105012.68
24;106344.95
25;116575.48
26;124868.74
27;120211.37
28;119743.9
29;117367.43
30;123557.37
31;143674.94
32;207645.24
33;117857.6
34;214738.04
35;205559.96
36;117579.21
37;116011.18
38;119196.56
39;122944.98
40;117686.64
41;110278.1
42;108624.25
43;174567.14
44;103906.0
45;91579.18
46;100215.44
47;157981.65
48;107225.04
49;159303.6
50;168143.15
51;152780.85
52;141043.91
0;2173591.74
1;1576731.65
2;1829991.74
3;1606464.12
4;1630974.0
5;1280491.0
6;1729745.0
7;1625590.0
8;1380036.54
9;1536445.96
10;1455487.08
11;1232522.78
12;1248620.9
13;1309590.39
14;1384407.83
15;1369417.02
16;1534772.16
17;1531392.1
18;1822828.12
19;1548298.16
20;1739844.71
21;1762012.56
22;1718325.16
23;1854451.3
24;1843260.04
25;2106705.01
26;2223310.81
27;2035318.57
28;1993421.09
29;2120488.01
30;2136102.71
31;1975524.7
32;1840889.79
33;1894833.35
34;2617237.35
35;2080438.13
36;2143445.39
37;1808002.16
38;1868022.01
39;1818148.12
40;1704624.12
41;1679882.22
42;1602700.69
43;1601599.81
44;2008263.47
45;2087617.13
46;2097983.48
47;3575499.21
48;2057899.39
49;1812652.88
50;2064194.02
51;1890389.78
52;2382742.62
0;614950.95
1;407742.01
2;430915.0
3;424741.73
4;777430.0
5;336192.0
6;350149.0
7;593320.0
8;681564.98
9;520629.7
10;511400.66
11;546932.09
12;363427.67
13;362296.15
14;354180.85
15;378220.95
16;384536.99
17;415130.61
18;597580.17
19;671617.66
20;432923.79
21;540879.33
22;575652.16
23;606128.4
24;530468.65
25;1136070.26
26;767074.64
27;803349.86
28;755535.79
29;718937.65
30;698957.23
31;820850.36
32;750346.5
33;765147.43
34;933826.15
35;940104.32
36;756075.76
37;743878.59
38;713478.54
39;672306.68
40;629914.06
41;634212.88
42;922940.33
43;770551.84
44;877633.92
45;869425.93
46;724514.73
47;1189151.17
48;909463.13
49;711564.14
50;758125.51
51;877646.01
52;869835.55
0;419590.58
1;248315.51
2;253164.73
3;356980.37
4;307299.0
5;225495.0
6;247612.0
7;254131.0
8;271264.81
9;251521.91
10;229001.29
11;243992.86
12;243412.06
13;249920.93
14;273060.96
15;274560.95
16;250327.75
17;263532.84
18;293278.78
19;297724.56
20;275406.02
21;288674.63
22;289052.93
23;286761.46
24;270590.36
25;309542.11
26;314536.29
27;297426.95
28;263858.47
29;302596.77
30;303913.24
31;318497.15
32;312273.14
33;311498.75
34;375498.03
35;309256.66
36;305014.56
37;288117.21
38;268332.13
39;309926.42
40;296660.74
41;280949.58
42;281539.78
43;282098.34
44;329592.25
45;286847.49
46;292605.18
47;455798.5
48;296249.39
49;326997.65
50;277248.48
51;305194.22
52;283434.01
0;315463.87
1;206250.4
2;199747.25
3;253167.21
4;261784.0
5;163351.0
6;187293.0
7;200521.0
8;250600.37
9;217679.03
10;206044.77
11;211342.84
12;159117.57
13;205642.56
14;206719.88
15;200632.61
16;192455.24
17;208006.98
18;215394.7
19;224102.83
20;214146.34
21;234101.85
22;229911.14
23;266821.34
24;267806.51
25;257780.31
26;257162.16
27;251831.45
28;245564.59
29;248634.5
30;261051.5
31;288112.58
32;271051.35
33;257009.92
34;365531.86
35;285128.95
36;262771.53
37;251124.14
38;260512.01
39;288015.28
40;258325.55
41;250471.76
42;254377.74
43;230403.88
44;281322.06
